Cell	Ref1.1	Ref1.10	Ref1.11	Ref1.12	Ref1.13	Ref1.14	Ref1.15	Ref1.16	Ref1.17	Ref1.18	Ref1.19	Ref1.2	Ref1.20	Ref1.21	Ref1.22	Ref1.23	Ref1.24	Ref1.25	Ref1.26	Ref1.27	Ref1.28	Ref1.29	Ref1.3	Ref1.30	Ref1.31	Ref1.32	Ref1.33	Ref1.34	Ref1.35	Ref1.4	Ref1.5	Ref1.6	Ref1.7	Ref1.8	Ref1.9	Ref2.1	Ref2.10	Ref2.11	Ref2.12	Ref2.13	Ref2.14	Ref2.15	Ref2.17	Ref2.18	Ref2.19	Ref2.2	Ref2.20	Ref2.22	Ref2.23	Ref2.24	Ref2.25	Ref2.3	Ref2.4	Ref2.9	Ref2.T0	Ref2.T1	Ref2.T10	Ref2.T11	Ref2.T12	Ref2.T13	Ref2.T14	Ref2.T15	Ref2.T2	Ref2.T3	Ref2.T4	Ref2.T5	Ref2.T7	Ref2.T8	Ref2.T9	Ref3.10	Ref3.16	Ref3.18	Ref3.19	Ref3.2	Ref3.4	Ref3.7	Ref3.8	Ref3.9	Ref4.1	Ref4.10	Ref4.11	Ref4.12	Ref4.13	Ref4.14	Ref4.15	Ref4.16	Ref4.17	Ref4.18	Ref4.19	Ref4.2	Ref4.3	Ref4.4	Ref4.5	Ref4.6	Ref4.7	Ref4.8	Ref4.9	Ref5.tB	Ref5.tDC1	Ref5.tDC2	Ref5.tDC3	Ref5.tMac1	Ref5.tMac2	Ref5.tMac3	Ref5.tMac4	Ref5.tMac5	Ref5.tMac6	Ref5.tMac7	Ref5.tMac8	Ref5.tMac9	Ref5.tMacCycl	Ref5.tMast1	Ref5.tMast2	Ref5.tMono1	Ref5.tMono2	Ref5.tMono3	Ref5.tMonoDC	Ref5.tN1	Ref5.tN2	Ref5.tN3	Ref5.tN4	Ref5.tN5	Ref5.tNK1	Ref5.tNK2	Ref5.tPC1	Ref5.tPC2	Ref5.tPC3	Ref5.tPC4	Ref5.tPC5	Ref5.tPC6	Ref5.tpDC	Ref5.tRBC	Ref5.tT1	Ref5.tT2	Ref5.tT3	Ref5.tT4	Ref5.tT5	Ref5.tT6	Ref5.tT7	Ref6.CD4..CXCL13.	Ref6.CD4..FOXP3.	Ref6.CD4..IL7R.	Ref6.CD4..RGCC.	Ref6.CD4..TRM	Ref6.CD8..mitotic.TRM	Ref6.CD8..TEM	Ref6.CD8..TRM	Ref6.CD8..γδ	Ref7.CD4.C1.CCR7	Ref7.CD4.C2.ANXA1	Ref7.CD4.C3.GNLY	Ref7.CD4.C4.CD69	Ref7.CD4.C5.EOMES	Ref7.CD4.C6.GZMA	Ref7.CD4.C7.CXCL13	Ref7.CD4.C8.FOXP3	Ref7.CD4.C9.CTLA4	Ref7.CD4.iNKT	Ref7.CD4.MAIT	Ref7.CD8.C1.LEF1	Ref7.CD8.C2.CD28	Ref7.CD8.C3.CX3CR1	Ref7.CD8.C4.GZMK	Ref7.CD8.C5.ZNF683	Ref7.CD8.C6.LAYN	Ref7.CD8.C7.SLC4A10	Ref7.DN.diverse	Ref7.DN.MAIT	Ref7.DP.diverse	Ref7.other.diverse	Ref7.other.MAIT
NKA2_5	0.006	0.002	0.004	0	0.002	0.004	0.002	0	0.004	0	0.356	0.004	0.338	0.068	0.032	0.002	0.004	0.002	0.002	0.002	0.016	0.012	0.002	0.016	0.004	0.02	0	0.016	0.058	0.002	0.002	0.008	0	0.002	0.008	0.482	0	0	0.058	0	0	0	0.032	0.01	0	0	0.002	0.018	0.004	0	0	0	0	0	0	0	0.016	0.016	0.004	0.036	0	0	0.076	0.234	0	0.01	0	0.002	0	0	0	0	0	0.054	0	0	0.096	0.85	0.004	0	0.018	0.006	0	0.004	0.006	0	0.652	0.008	0	0.004	0	0	0.016	0.002	0.274	0.004	0.002	0.006	0	0	0.008	0.034	0.012	0.012	0.004	0.004	0	0.002	0.002	0	0	0.012	0.014	0.008	0.02	0.01	0.008	0.008	0.004	0.004	0.01	0.006	0.342	0.116	0.032	0.002	0.008	0.03	0.01	0.022	0.006	0.008	0.048	0.01	0.046	0.022	0.006	0.074	0.03	0.01	0.004	0.038	0.036	0.156	0.004	0.154	0.556	0.042	0	0.004	0.112	0.004	0.012	0.006	0	0	0.004	0.002	0.002	0	0.012	0.632	0.044	0.03	0.02	0.008	0.018	0	0	0.086	0.004
NKA3_1	0.014	0.032	0.006	0.012	0.02	0.022	0.01	0.026	0.018	0.006	0.304	0.014	0.14	0.11	0.022	0	0	0.008	0.012	0.004	0.02	0.012	0.008	0.012	0.004	0.012	0	0.022	0.074	0.008	0.006	0.004	0.002	0.002	0.034	0.176	0	0	0.662	0.002	0	0	0.026	0.016	0	0.002	0.002	0.004	0.004	0	0	0	0	0	0	0.002	0.006	0.008	0.016	0.014	0	0.002	0.006	0.036	0	0.01	0.002	0.002	0.002	0	0	0.014	0	0.032	0.002	0	0.67	0.282	0.004	0	0.004	0.002	0.002	0.004	0.004	0	0.628	0.006	0.004	0.002	0.006	0.008	0.032	0.016	0.27	0.008	0	0.01	0	0.004	0.002	0.016	0.006	0.01	0.002	0	0	0.002	0.006	0	0	0.018	0.002	0.01	0.008	0.012	0.006	0.008	0	0	0.01	0.008	0.228	0.092	0.018	0.004	0.024	0.02	0.006	0.032	0.002	0.002	0.152	0.052	0.108	0.02	0.016	0.048	0.036	0.022	0.018	0.09	0.044	0.104	0.008	0.264	0.246	0.204	0.024	0.022	0.08	0.08	0.014	0.006	0.01	0.004	0.008	0.014	0.002	0.036	0.166	0.114	0.11	0.098	0.018	0.072	0.044	0.004	0.002	0.056	0.016
NKA3_2	0.006	0.014	0.002	0.01	0.01	0.018	0.002	0.014	0.004	0.01	0.548	0.002	0.112	0.082	0.016	0	0.002	0.002	0	0.002	0.016	0.008	0.006	0.012	0.004	0.012	0	0.012	0.034	0.004	0.002	0.006	0.002	0.006	0.02	0.238	0	0	0.638	0	0	0	0.034	0.006	0	0	0.002	0.002	0	0	0	0	0	0	0	0	0.006	0.012	0.014	0.008	0	0	0.004	0.028	0	0.008	0	0	0	0	0	0.202	0	0.052	0.002	0.018	0.4	0.326	0.002	0	0.006	0.002	0	0.004	0.004	0.004	0.828	0.008	0	0.006	0.002	0.004	0.016	0.004	0.104	0.004	0.002	0.002	0.004	0.002	0.002	0.002	0.004	0.006	0.002	0	0	0.004	0	0	0.004	0.02	0.002	0.01	0.006	0.014	0.006	0.008	0	0.002	0.01	0.008	0.308	0.146	0.02	0.002	0.014	0.014	0.004	0.032	0.004	0.004	0.128	0.018	0.056	0.018	0.018	0.058	0.038	0.014	0.014	0.054	0.016	0.142	0.012	0.218	0.368	0.162	0.006	0.008	0.088	0.036	0.012	0.014	0.014	0.002	0.006	0.01	0.004	0.014	0.13	0.212	0.102	0.108	0.042	0.072	0.024	0.006	0.002	0.068	0.02
NKA3_3	0.01	0.006	0	0.002	0.008	0.02	0.004	0.002	0.002	0.006	0.566	0	0.176	0.064	0.022	0.002	0.002	0	0.004	0.006	0.008	0.01	0.002	0.012	0.002	0.018	0	0.006	0.018	0.002	0	0.004	0.004	0.002	0.01	0.368	0	0	0.36	0	0	0	0.026	0.004	0	0.002	0	0.01	0	0	0	0	0	0	0	0	0.018	0.01	0.006	0.01	0	0	0.03	0.138	0	0.014	0.002	0.002	0	0	0	0.006	0	0.056	0	0	0.384	0.554	0.002	0	0.004	0.004	0.004	0	0	0	0.682	0.004	0	0.004	0.002	0.004	0.01	0.01	0.266	0.002	0.002	0.006	0	0.002	0.008	0.014	0.008	0.004	0.002	0.004	0	0	0.002	0	0.004	0.022	0.002	0.008	0.022	0.004	0.014	0.008	0	0	0.004	0.01	0.284	0.146	0.016	0.006	0.014	0.008	0.002	0.01	0.008	0	0.096	0.022	0.068	0.016	0.018	0.108	0.03	0.004	0.02	0.036	0.028	0.112	0.006	0.222	0.462	0.11	0.004	0.008	0.076	0.006	0.008	0.008	0.01	0	0	0	0.002	0.002	0.078	0.386	0.1	0.092	0.04	0.03	0.032	0	0	0.118	0
NKA3_4	0.004	0.008	0	0.004	0.008	0.01	0.006	0.01	0.01	0.002	0.706	0	0.092	0.056	0.018	0	0.002	0	0.004	0.004	0.002	0.002	0.006	0.006	0	0.006	0	0.008	0.006	0.004	0	0.002	0.004	0.004	0.006	0.15	0	0	0.71	0.002	0	0	0.014	0.006	0	0	0	0.002	0	0	0.008	0	0	0.002	0	0.002	0.004	0.002	0.012	0.01	0.004	0.002	0.008	0.042	0.006	0.006	0.006	0	0.002	0	0	0.076	0	0.046	0	0.01	0.398	0.47	0	0	0.002	0	0.002	0	0.004	0	0.828	0.004	0.002	0.006	0	0.002	0.02	0.014	0.108	0.006	0.002	0.01	0.006	0.004	0.002	0.01	0.004	0.006	0.004	0	0	0	0	0	0.004	0.032	0.01	0.006	0	0.004	0.01	0	0	0	0.002	0.004	0.318	0.168	0.012	0.006	0.012	0.01	0.004	0.026	0.014	0	0.11	0.04	0.058	0.016	0.016	0.036	0.036	0.024	0.044	0.112	0.074	0.184	0.016	0.144	0.224	0.178	0.006	0.024	0.082	0.07	0.018	0.024	0.02	0.014	0.016	0.014	0.01	0.008	0.076	0.154	0.094	0.102	0.038	0.084	0.036	0.008	0.002	0.078	0.022
NKA3_5	0.014	0.03	0.002	0.01	0.034	0.028	0.012	0.034	0.026	0.01	0.158	0.01	0.126	0.16	0.04	0	0	0.01	0.018	0.002	0.03	0.02	0.008	0.018	0.01	0.018	0.002	0.022	0.084	0.01	0.01	0.01	0.002	0.006	0.026	0.106	0.002	0.008	0.606	0.01	0.002	0.002	0.03	0.02	0	0.004	0.012	0.002	0.002	0.01	0.002	0.002	0.004	0	0.002	0.01	0.008	0.008	0.03	0.008	0.006	0.01	0.026	0.032	0.006	0.008	0.014	0.006	0.002	0.002	0	0.208	0.004	0.026	0.014	0.03	0.482	0.234	0.008	0.004	0.014	0.014	0.034	0.01	0.012	0.012	0.368	0.01	0.008	0.004	0.004	0.01	0.094	0.072	0.296	0.024	0.002	0.004	0.004	0.006	0.002	0.024	0.008	0.004	0.004	0.002	0	0.004	0.01	0.002	0.004	0.02	0.004	0.012	0.02	0.022	0.006	0.006	0	0.004	0.006	0.002	0.198	0.114	0.02	0.006	0.022	0.018	0	0.032	0.004	0.008	0.138	0.054	0.084	0.03	0.022	0.04	0.03	0.04	0.01	0.072	0.028	0.132	0.008	0.314	0.184	0.212	0.01	0.008	0.052	0.068	0.008	0.018	0.02	0.006	0.008	0.006	0.002	0.032	0.176	0.112	0.116	0.112	0.04	0.068	0.042	0.002	0.002	0.082	0.01
NKA4_2	0.012	0.016	0.006	0.014	0.044	0.014	0.012	0.048	0.03	0.008	0.06	0	0.096	0.166	0.046	0.002	0.01	0.016	0.03	0.006	0.058	0.046	0.008	0.044	0.022	0.032	0.012	0.034	0.068	0.01	0.002	0	0.006	0.01	0.012	0.016	0.006	0.008	0.028	0.012	0.02	0.002	0.046	0.148	0.006	0.006	0.018	0.008	0.02	0.014	0.006	0.014	0.022	0.01	0.058	0.01	0.072	0.048	0.028	0.014	0.01	0.074	0.028	0.024	0.02	0.082	0.068	0.038	0.016	0.026	0	0.214	0.008	0.262	0.13	0.052	0.232	0.076	0.03	0.02	0.046	0.018	0.068	0.024	0.048	0.026	0.054	0.026	0.004	0.014	0.022	0.012	0.226	0.118	0.176	0.054	0.014	0.006	0.008	0.002	0	0.076	0.024	0.03	0.022	0.008	0.01	0.016	0.01	0.002	0.02	0.038	0.01	0.024	0.022	0.016	0.04	0.01	0.002	0.01	0.012	0.008	0.042	0.024	0.022	0.004	0.012	0.02	0.006	0.012	0.014	0.016	0.088	0.044	0.146	0.052	0.006	0.04	0.026	0.032	0.046	0.088	0.022	0.154	0.01	0.3	0.228	0.12	0.002	0.02	0.05	0.068	0.034	0.04	0.018	0.004	0.01	0	0.002	0.026	0.122	0.098	0.142	0.122	0.058	0.054	0.046	0.006	0	0.066	0.012
NKA4_3	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0.002	0	0	0	0.016	0.066	0.904	0	0.01	0	0	0	0	0	0	0	0.006	0.07	0	0	0	0.004	0.082	0.004	0.066	0	0.026	0.004	0	0	0	0	0.04	0.602	0.088	0	0	0	0	0	0.002	0	0	0.004	0.002	0	0	0	0	0	0.126	0.024	0.004	0.002	0.05	0.722	0.002	0.028	0.042	0.004	0	0.01	0.016	0.002	0.01	0.016	0.028	0.022	0.038	0.006	0.1	0.67	0.006	0.014	0.006	0.016	0.002	0.034	0	0	0.006	0.002	0.178	0.14	0.108	0.052	0.016	0.02	0.082	0.024	0.006	0.014	0.002	0.002	0.122	0.098	0.042	0.036	0	0.004	0.006	0.012	0.018	0.002	0.002	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0.002	0.002	0.068	0.158	0.098	0.144	0.176	0.016	0.14	0.1	0.1	0	0.022	0.11	0.032	0.036	0.082	0.022	0.03	0.044	0	0.01	0.014	0.022	0.176	0.064	0.084	0.036	0.014	0.082	0.012	0.002	0.104	0.002
NKA4_4	0.004	0.014	0.002	0	0.012	0	0.004	0.012	0.008	0.004	0.066	0.002	0.244	0.5	0.028	0.002	0	0.004	0.004	0.004	0.014	0.008	0.002	0.014	0.01	0.004	0	0.01	0.016	0	0.002	0.002	0	0.002	0.002	0.01	0	0	0.036	0.002	0	0	0.004	0.002	0	0	0	0.01	0	0	0	0	0.002	0	0.016	0	0.138	0.042	0.21	0.02	0	0	0.13	0.128	0.006	0.204	0.038	0.002	0	0.002	0	0.034	0	0.386	0.03	0.002	0.238	0.308	0.002	0	0.002	0	0.002	0	0	0.002	0.074	0.002	0	0	0	0.01	0.14	0.04	0.706	0.016	0.004	0.006	0	0	0.004	0.012	0.004	0.006	0	0	0	0.004	0.002	0	0.004	0.016	0.002	0.012	0.006	0.008	0.004	0.004	0	0	0.004	0	0.118	0.048	0.012	0.002	0.014	0	0	0.01	0.002	0	0.228	0.132	0.186	0.028	0.034	0.08	0.008	0.018	0.014	0.102	0.062	0.18	0.01	0.26	0.284	0.07	0	0.008	0.124	0.066	0.024	0.01	0.012	0	0	0	0	0.004	0.086	0.162	0.06	0.064	0.034	0.144	0.054	0.016	0	0.068	0.064
NKA4_5	0.012	0.012	0.002	0.008	0.036	0.012	0.006	0.018	0.008	0.012	0.066	0.008	0.208	0.3	0.028	0.002	0.002	0.012	0.006	0.002	0.028	0.02	0	0.024	0.022	0.016	0.002	0.01	0.084	0.002	0.004	0.002	0.008	0.006	0.012	0.02	0.004	0.002	0.036	0.002	0.004	0.002	0.056	0.04	0	0.002	0.004	0.02	0.024	0.008	0.004	0.002	0.004	0.002	0.032	0.006	0.17	0.088	0.062	0.022	0.004	0.04	0.066	0.078	0.008	0.118	0.052	0.012	0.006	0.004	0.004	0.038	0	0.564	0.026	0.012	0.174	0.178	0.018	0.004	0.042	0.012	0.05	0.024	0.03	0.03	0.062	0.016	0.012	0.008	0.016	0.012	0.19	0.108	0.29	0.07	0.006	0.004	0.002	0.004	0.01	0.018	0.008	0.016	0.008	0.004	0	0.002	0.014	0	0.002	0.012	0.006	0.014	0.018	0.006	0.016	0.008	0.004	0.004	0.014	0.01	0.096	0.054	0.026	0.002	0.022	0.01	0.008	0.018	0.018	0.008	0.134	0.086	0.156	0.032	0.01	0.092	0.024	0.024	0.056	0.092	0.022	0.154	0.004	0.3	0.192	0.156	0.01	0.022	0.054	0.082	0.016	0.036	0.012	0.008	0.01	0.014	0.006	0.006	0.104	0.096	0.08	0.084	0.038	0.136	0.052	0.01	0.002	0.058	0.064
TCELLA1_11	0.012	0.002	0.002	0.002	0.006	0.01	0.006	0.01	0.002	0.002	0.28	0	0.282	0.11	0.022	0	0	0.006	0.004	0.01	0.008	0.016	0	0.02	0.01	0.022	0.002	0.01	0.124	0	0	0.006	0.002	0.004	0.008	0.296	0	0.002	0.072	0.006	0	0	0.106	0.028	0	0	0.002	0.012	0.006	0	0	0	0.002	0	0	0	0.026	0.056	0.006	0.062	0	0	0.102	0.198	0	0.018	0	0	0	0.002	0	0.036	0	0.146	0.008	0.002	0.224	0.582	0.014	0.002	0.038	0.012	0.014	0.004	0.022	0.018	0.398	0.02	0	0.004	0.006	0.006	0.056	0.018	0.344	0.02	0.004	0	0.002	0	0.002	0.022	0.008	0.012	0.01	0	0	0.008	0.008	0.002	0.002	0.012	0.004	0.008	0.014	0.002	0.008	0.01	0.002	0.004	0.002	0.02	0.202	0.078	0.024	0.004	0.01	0.02	0.01	0.042	0.016	0.02	0.1	0.022	0.076	0.014	0.012	0.128	0.06	0.012	0.008	0.028	0.026	0.098	0.012	0.208	0.55	0.058	0.002	0.004	0.084	0.006	0.018	0.01	0.008	0	0.004	0	0.002	0	0.048	0.472	0.102	0.064	0.066	0.01	0.028	0.002	0.008	0.062	0
TCELLA1_5	0.002	0.002	0	0.002	0	0.006	0	0	0.002	0	0.042	0.004	0.1	0.072	0.044	0.002	0	0.004	0	0.006	0.032	0.056	0.002	0.212	0.248	0.084	0.002	0.044	0.02	0.006	0	0.002	0	0	0.004	0.018	0.01	0.002	0.028	0	0	0.012	0.01	0.406	0	0.03	0	0.026	0	0	0	0.022	0.016	0.034	0.002	0	0.05	0.016	0.006	0.036	0	0	0.128	0.118	0	0.022	0.002	0.002	0.004	0.07	0	0.016	0	0.176	0.348	0.002	0.078	0.31	0.004	0	0.01	0.01	0.004	0.002	0.006	0.028	0.186	0.014	0.004	0.03	0.016	0.016	0.09	0.016	0.524	0.026	0.014	0.002	0.006	0.004	0.008	0.1	0.04	0.012	0.014	0.002	0.002	0.004	0.016	0.006	0.01	0.014	0.002	0.08	0.066	0.086	0.042	0.016	0	0.004	0.018	0.008	0.066	0.032	0.004	0.004	0.008	0.004	0	0.004	0.03	0	0.072	0.028	0.068	0.024	0.008	0.066	0.02	0.008	0.014	0.032	0.09	0.128	0.016	0.198	0.41	0.104	0.002	0.002	0.16	0.014	0.006	0.01	0.008	0.004	0.002	0	0.006	0.006	0.05	0.316	0.07	0.102	0.08	0.008	0.032	0.002	0	0.12	0
TCELLA1_6	0.004	0	0	0.002	0.002	0.008	0	0	0.002	0	0.128	0.004	0.626	0.134	0.014	0.002	0	0.002	0.002	0.004	0.008	0.002	0	0.006	0.004	0.002	0	0.014	0.006	0.002	0	0.016	0	0.002	0.004	0.136	0	0	0.062	0	0	0	0.03	0.008	0	0	0.002	0.024	0	0	0	0	0	0	0	0.004	0.054	0.032	0.004	0.06	0	0.002	0.306	0.226	0	0.038	0.008	0.002	0.002	0.004	0	0.024	0	0.218	0.02	0.004	0.124	0.606	0	0	0.002	0	0.002	0.002	0	0	0.234	0	0.002	0	0.004	0.008	0.072	0.012	0.65	0.01	0.002	0.01	0.002	0.006	0.002	0.012	0.002	0.002	0	0	0.004	0.002	0.006	0	0.002	0.006	0.004	0.01	0.006	0.004	0.008	0	0.002	0	0.006	0.002	0.136	0.072	0.008	0.002	0.006	0.004	0	0.012	0.018	0	0.192	0.04	0.058	0.01	0.1	0.194	0.05	0.012	0.032	0.026	0.116	0.138	0.02	0.186	0.382	0.088	0.002	0.008	0.158	0.004	0.002	0.008	0	0	0.004	0.002	0.014	0.004	0.036	0.366	0.042	0.092	0.038	0.01	0.048	0.02	0	0.136	0.006
TCELLA1_7	0.006	0.008	0	0	0.004	0.004	0	0.002	0.012	0.004	0.302	0	0.392	0.112	0.034	0.004	0	0.002	0.004	0.006	0.012	0.008	0	0.02	0.01	0.022	0	0.006	0.006	0.004	0.002	0.01	0	0	0.004	0.2	0	0	0.068	0	0	0	0.012	0.002	0	0	0	0.028	0.002	0.002	0	0	0	0	0	0.002	0.042	0.016	0.008	0.054	0	0	0.242	0.288	0	0.034	0	0	0	0.002	0	0.024	0	0.182	0.006	0.004	0.176	0.606	0	0	0.002	0.004	0	0.002	0	0	0.386	0	0	0	0	0.004	0.046	0.002	0.546	0.008	0	0.002	0.002	0.002	0.008	0.004	0.006	0.004	0.004	0.002	0	0	0.002	0	0.002	0.008	0.002	0.004	0.004	0.002	0.014	0	0	0	0.004	0	0.144	0.09	0.004	0.004	0.006	0.004	0.004	0.018	0.02	0	0.13	0.028	0.106	0.014	0.026	0.232	0.094	0.006	0.032	0.036	0.134	0.134	0.048	0.142	0.4	0.068	0	0.002	0.126	0.002	0.012	0.002	0.01	0	0.008	0.004	0.01	0	0.032	0.388	0.05	0.098	0.074	0.016	0.034	0.006	0	0.116	0.01
TCELLA2_10	0.008	0.01	0.006	0.002	0.008	0	0.008	0.01	0.018	0.01	0.014	0.002	0.05	0.772	0.014	0	0	0	0.014	0	0.004	0.002	0.002	0.006	0	0	0.004	0.002	0.014	0.006	0	0.002	0.004	0.002	0.006	0	0	0.002	0.002	0.002	0	0	0	0	0	0	0.004	0.016	0.022	0	0	0	0	0	0.086	0.02	0.004	0.006	0.006	0.014	0.022	0.144	0.006	0	0.102	0.024	0.246	0.048	0.224	0	0	0.012	0	0.882	0.004	0.042	0.054	0.006	0	0	0.004	0.002	0.002	0.002	0.014	0.002	0.002	0.002	0.002	0.002	0	0.002	0.322	0.102	0.182	0.358	0	0.012	0	0.002	0.006	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0.002	0	0.002	0	0	0	0	0	0.048	0.018	0.008	0.002	0.01	0.006	0	0.004	0.002	0	0.168	0.196	0.302	0.082	0.016	0.102	0.01	0.138	0.17	0.178	0.024	0.094	0	0.114	0.022	0.26	0.194	0.13	0.002	0.104	0.01	0.01	0.008	0.01	0	0.01	0.002	0.188	0.03	0.004	0.002	0.014	0.002	0.016	0.14	0.002	0.004	0.114	0.004
TCELLA2_11	0.004	0.006	0.002	0.004	0.004	0.004	0.01	0	0.004	0	0.01	0.004	0.032	0.88	0.01	0.002	0	0	0.004	0	0	0	0.002	0.006	0.002	0	0	0.002	0.002	0.002	0	0.004	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0.002	0.012	0.008	0	0.002	0.002	0	0	0.102	0.04	0.002	0.002	0.01	0.012	0.03	0.062	0.008	0.002	0.088	0.022	0.224	0.036	0.332	0.012	0	0.002	0.002	0.792	0.022	0.026	0.118	0.026	0	0	0.004	0	0.002	0.002	0.012	0	0.004	0	0.002	0	0	0	0.188	0.132	0.096	0.558	0	0.014	0	0	0.002	0.004	0.002	0.002	0	0	0	0	0	0.002	0.002	0	0	0.004	0.002	0.002	0.006	0	0	0	0	0	0.048	0.024	0.004	0.004	0.004	0	0.002	0.002	0.004	0	0.142	0.182	0.336	0.05	0.022	0.112	0.022	0.1	0.15	0.226	0.026	0.062	0	0.128	0.034	0.274	0.238	0.128	0.002	0.102	0.014	0.002	0.008	0.024	0.002	0	0.002	0.158	0.028	0.002	0.002	0.02	0	0.024	0.14	0	0.002	0.102	0
TCELLA2_3	0.004	0	0.002	0.006	0.006	0.004	0.004	0.006	0	0.002	0.018	0	0.042	0.83	0.024	0	0	0.004	0.002	0.002	0	0.002	0.008	0.006	0	0.002	0	0.002	0.012	0.004	0.002	0	0	0	0.006	0	0	0	0.006	0	0	0	0	0.002	0	0	0	0.004	0.008	0	0	0	0.002	0	0.098	0.048	0.002	0	0.008	0.002	0.02	0.046	0.004	0.002	0.128	0.016	0.256	0.028	0.32	0	0.002	0.012	0	0.82	0.008	0.044	0.09	0.024	0	0	0.004	0.002	0	0.004	0.006	0.002	0.004	0	0	0	0	0	0.186	0.168	0.108	0.516	0	0.014	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0.008	0	0.002	0.002	0	0	0	0	0	0	0	0.052	0.014	0.002	0.002	0.006	0.006	0.002	0	0.006	0.002	0.162	0.26	0.278	0.054	0.01	0.098	0.018	0.108	0.188	0.198	0.038	0.084	0.004	0.134	0.028	0.218	0.192	0.086	0	0.114	0.012	0.012	0.016	0.048	0.008	0	0.004	0.146	0.038	0.002	0.006	0.02	0	0.028	0.13	0.002	0.006	0.13	0
TCELLA2_5	0.006	0.016	0	0.01	0.02	0.01	0.008	0.01	0.008	0.008	0.022	0.004	0.05	0.736	0.026	0	0	0.006	0.004	0	0.004	0.008	0.004	0	0.004	0	0	0.002	0.004	0	0.004	0.014	0.002	0.002	0.008	0	0	0	0.002	0	0	0	0	0.002	0	0	0	0.02	0.008	0	0	0	0	0	0.046	0.088	0.006	0.002	0.004	0.004	0.016	0.034	0.008	0.002	0.066	0.022	0.216	0.014	0.44	0.012	0.002	0.044	0	0.59	0.062	0.108	0.14	0.042	0	0	0.002	0	0	0	0.006	0	0.004	0	0	0.002	0	0.002	0.2	0.14	0.114	0.528	0.002	0.016	0	0	0.004	0.004	0	0.002	0	0	0	0	0	0	0.002	0.004	0	0.002	0.002	0.002	0	0	0	0	0	0	0.032	0.022	0	0.002	0.004	0	0.002	0.002	0.006	0	0.152	0.446	0.134	0.042	0.058	0.052	0.008	0.1	0.142	0.228	0.122	0.092	0	0.13	0.022	0.164	0.218	0.088	0.004	0.13	0.01	0.004	0.01	0.04	0.006	0	0.012	0.134	0.022	0	0.006	0.008	0.002	0.02	0.136	0	0.012	0.134	0.004
TCELLA2_6	0.002	0.006	0	0	0.008	0.006	0.006	0.002	0.004	0	0.01	0	0.038	0.878	0.014	0	0	0	0	0	0.004	0	0.004	0	0.002	0	0	0.004	0.002	0.002	0.002	0.002	0	0	0.004	0.002	0	0.002	0.008	0	0	0	0.006	0	0	0	0	0.008	0.002	0	0	0	0	0	0.12	0.06	0.01	0.01	0.016	0.006	0.028	0.04	0.02	0.006	0.096	0.042	0.232	0.016	0.27	0.002	0	0.016	0	0.706	0.012	0.03	0.138	0.096	0	0	0	0	0	0	0	0	0.004	0	0	0.002	0	0	0.11	0.092	0.06	0.732	0	0.024	0	0.002	0	0	0	0.002	0	0	0	0	0.002	0	0	0.004	0	0.002	0.002	0	0	0	0	0	0	0	0.05	0.012	0	0.002	0.008	0.006	0.002	0.002	0.006	0	0.178	0.312	0.212	0.052	0.02	0.084	0.016	0.092	0.154	0.228	0.052	0.068	0.004	0.15	0.03	0.222	0.134	0.05	0.032	0.104	0.022	0.022	0.01	0.026	0.008	0.002	0.006	0.156	0.06	0.014	0.018	0.048	0.006	0.038	0.08	0.002	0.004	0.152	0.006
TCELLA2_7	0.004	0.014	0.002	0	0.006	0.002	0.008	0.006	0.008	0.01	0.014	0.004	0.048	0.798	0.016	0.002	0.002	0	0.008	0	0.004	0.008	0.002	0.002	0.002	0.002	0.004	0.002	0.006	0.002	0.004	0.004	0.002	0	0.004	0	0	0	0.004	0	0	0	0	0.004	0	0	0	0.016	0.004	0	0.002	0	0	0	0.096	0.054	0.006	0.002	0.012	0.002	0.03	0.034	0.004	0.004	0.08	0.018	0.23	0.042	0.356	0.002	0	0.142	0.004	0.708	0	0.096	0.03	0.018	0.002	0	0	0	0	0	0	0	0.002	0.004	0	0.004	0	0.004	0.146	0.136	0.066	0.634	0.002	0.026	0.002	0.006	0.002	0.006	0	0	0	0	0.002	0	0	0	0	0.004	0	0	0.002	0.002	0.002	0	0	0	0	0	0.04	0.01	0	0	0.002	0.002	0.002	0.004	0	0	0.162	0.336	0.172	0.064	0.058	0.078	0.016	0.076	0.168	0.244	0.122	0.082	0	0.094	0.016	0.198	0.188	0.08	0.002	0.152	0.024	0.014	0.008	0.048	0.018	0	0.018	0.106	0.026	0.006	0.006	0.01	0.002	0.01	0.162	0	0.016	0.104	0
